Role	Layer	State	Target	TransitionDuration
Mb1JiabailieMd000001	0		Born	0
Mb1JiabailieMd000001	0		Stand1	0.1
Mb1JiabailieMd000001	0		Stand2	0.1
Mb1JiabailieMd000001	0		Stand3	0.1
Mb1JiabailieMd000001	0		Death	0.1
Mb1JiabailieMd000001	0		Standchange	0.1
Mb1JiabailieMd000001	0		Run	0.1
Mb1JiabailieMd000001	0		Walk	0.1
Mb1JiabailieMd000001	0		Runb	0.2
Mb1JiabailieMd000001	0		Runl	0.2
Mb1JiabailieMd000001	0		Runr	0.2
Mb1JiabailieMd000001	0		Walkb	0.1
Mb1JiabailieMd000001	0		Walkl	0.1
Mb1JiabailieMd000001	0		Walkr	0.1
Mb1JiabailieMd000001	0		TurnLeft	0.1
Mb1JiabailieMd000001	0		TurnRight	0.1
Mb1JiabailieMd000001	0		Move1	0.1
Mb1JiabailieMd000001	0		Move2	0.1
Mb1JiabailieMd000001	0		Move3	0.1
Mb1JiabailieMd000001	0		RunStart	0.1
Mb1JiabailieMd000001	0		RunStartEnd01	0.1
Mb1JiabailieMd000001	0		Hit1	0.05
Mb1JiabailieMd000001	0		Hit2	0.05
Mb1JiabailieMd000001	0		Hit3	0.05
Mb1JiabailieMd000001	0		Hit4	0.05
Mb1JiabailieMd000001	0		Behitfly	0.05
Mb1JiabailieMd000001	0		Hoverhit	0.05
Mb1JiabailieMd000001	0		Falldown	0.1
Mb1JiabailieMd000001	0		Hitdown	0.05
Mb1JiabailieMd000001	0		Lieonfloor	0.1
Mb1JiabailieMd000001	0		Standup	0.1
Mb1JiabailieMd000001	0		Straight	0.1
Mb1JiabailieMd000001	0		Stun	0.1
Mb1JiabailieMd000001	0		StraightBefore	0.1
Mb1JiabailieMd000001	0		StraightAfter	0.1
Mb1JiabailieMd000001	0		Win	0
Mb1JiabailieMd000001	0		Win2	0.1
Mb1JiabailieMd000001	0		Stop	0.1
Mb1JiabailieMd000001	0		Fail	0.1
Mb1JiabailieMd000001	0		Save	0.1
Mb1JiabailieMd000001	0		Caught	0.1
Mb1JiabailieMd000001	0		Attack01	0.1
Mb1JiabailieMd000001	0		Attack02	0.1
Mb1JiabailieMd000001	0		Attack03	0.1
Mb1JiabailieMd000001	0		Attack04	0.1
Mb1JiabailieMd000001	0		Attack05	0.1
Mb1JiabailieMd000001	0		Attack06	0.1
Mb1JiabailieMd000001	0		Attack09	0.1
Mb1JiabailieMd000001	0		Attack10	0.1
Mb1JiabailieMd000001	0		Attack12	0.1
Mb1JiabailieMd000001	0		Attack13	0.1
Mb1JiabailieMd000001	0		Attack14	0.1
Mb1JiabailieMd000001	0		Attack21	0.1
Mb1JiabailieMd000001	0		Attack22	0.1
Mb1JiabailieMd000001	0		Attack23	0.1
Mb1JiabailieMd000001	0		Attack24	0.1
Mb1JiabailieMd000001	0		Attack32	0.1
Mb1JiabailieMd000001	0		Attack33	0.1
Mb1JiabailieMd000001	0		Attack42	0.1
Mb1JiabailieMd000001	0		Attack43	0.1
Mb1JiabailieMd000001	0		Attack44	0.1
Mb1JiabailieMd000001	0	Stand1	Run	0.2
Mb1JiabailieMd000001	0	Stand1	Walk	0.1
Mb1JiabailieMd000001	0	Stand2	Standchange	0.1
Mb1JiabailieMd000001	0	Stand2	Run	0.2
Mb1JiabailieMd000001	0	Stand2	Walk	0.3
Mb1JiabailieMd000001	0	Stand2	Walkb	0.3
Mb1JiabailieMd000001	0	Stand2	Walkl	0.3
Mb1JiabailieMd000001	0	Stand2	Walkr	0.3
Mb1JiabailieMd000001	0	Standchange	Stand1	0.1
Mb1JiabailieMd000001	0	Standchange	Run	0.1
Mb1JiabailieMd000001	0	Standchange	Walk	0.1
Mb1JiabailieMd000001	0	Run	Stop	0.2
Mb1JiabailieMd000001	0	Run	Stand2	0.2
Mb1JiabailieMd000001	0	Run	Runb	0.2
Mb1JiabailieMd000001	0	Run	Runl	0.2
Mb1JiabailieMd000001	0	Run	Runr	0.2
Mb1JiabailieMd000001	0	Walk	Stand2	0.1
Mb1JiabailieMd000001	0	Runb	Stand2	0.2
Mb1JiabailieMd000001	0	Runb	Run	0.2
Mb1JiabailieMd000001	0	Runb	Runl	0.2
Mb1JiabailieMd000001	0	Runb	Runr	0.2
Mb1JiabailieMd000001	0	Runl	Stand2	0.2
Mb1JiabailieMd000001	0	Runl	Run	0.2
Mb1JiabailieMd000001	0	Runl	Runb	0.2
